university,university-href,col-list,col-list-href,College Name,College Category,Approved By,College Code,Affiliated University,Established Year,College Type,Institution Type,Address,Pin Code,Location,District,Contact Number 1,Contact Number 2,Courses
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Vivekananda Vidyalaya College of Education, Arakkonam, Vellore","http://www.colleges-in-tamilnadu.com/colleges/2970/Vivekananda-Vidyalaya-College-of-Education.html","Vivekananda Vidyalaya College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2007","Co-Education","Self Finance","Vivekananda Vidyalaya College of Education

Kavanoor Village

Arakkonam","631 002","Arakkonam","Vellore","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Manonmaniam Sundaranar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/13/Manonmaniam-Sundaranar-University-Affiliated-Colleges.html","Sri Saradha Women's College, Tirunelveli","http://www.colleges-in-tamilnadu.com/colleges/460/Sri-Saradha-Womens-College.html","Sri Saradha Women's College","Arts & Science","null","null","Manonmaniam Sundaranar University","1986","Womens","Self Finance","Sri Saradha Women's College

Sarada Nagar

Ariyakulam

Maharajanagar Post

Tirunelveli","627 011","Tirunelveli","Tirunelveli","null","null","[{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Information Technology""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.A. - Economics""},{""Courses"":""» B.A. - English""},{""Courses"":""» B.A. - Sanskrit""},{""Courses"":""» B.A. - Tamil""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» P.G.D.C.A - Computer Applications""}]"
"Bharathidasan University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/8/Bharathidasan-University-Affiliated-Colleges.html","Urumu Dhanalakshmi College, Trichy","http://www.colleges-in-tamilnadu.com/colleges/518/Urumu-Dhanalakshmi-College.html","Urumu Dhanalakshmi College","Arts & Science","null","null","Bharathidasan University","1919","Co-Education","Self Finance","Urumu Dhanalakshmi College, Trichy

Pappakurichi

Kattur

Trichy","620 019","Trichy","Trichy","null","null","[{""Courses"":""» B.Sc. - Bio-Chemistry""},{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Industrial Electronics""},{""Courses"":""» B.Sc. - Information Technology""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Microbiology""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Zoology""},{""Courses"":""» B.S.W. - Social Work""},{""Courses"":""» B.Lit. - Tamil""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - Economics""},{""Courses"":""» M.Sc. - Applied Physics""},{""Courses"":""» M.Sc. - Chemistry""},{""Courses"":""» M.Sc. - Computer Science""},{""Courses"":""» M.Sc. - Information Technology""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» M.Sc. - Micro Biology""},{""Courses"":""» M.S.W. - Social Work""},{""Courses"":""» M.Com. - (Regular)""},{""Courses"":""» M.Com. - Finance & Control""},{""Courses"":""» M.A. - Economics""},{""Courses"":""» M.A. - Tamil""},{""Courses"":""» P.G.D.C.A - Computer Applications""},{""Courses"":""» Ph.D. - Commerce""},{""Courses"":""» Ph.D. - Economics""},{""Courses"":""» Ph.D. - Physics""},{""Courses"":""» Ph.D. - Tamil""},{""Courses"":""» M.Phil. - Commerce""},{""Courses"":""» M.Phil. - Economics""},{""Courses"":""» M.Phil. - Physics""},{""Courses"":""» M.Phil. - Tamil""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","White Memorial College of Physiotherapy, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1643/White-Memorial-College-of-Physiotherapy.html","White Memorial College of Physiotherapy","Physiotherapy","null","null","Tamil Nadu Dr. M.G.R. Medical University","null","Co-Education","Self Finance","White Memorial College of Physiotherapy

Attoor

Veeyannor (P.O)

Kanyakumari","629 177","Kanyakumari","Kanyakumari","null","null","[{""Courses"":""» B.P.T. - Physiotherapy""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Sri Lakshmi College of Education, Perambalur","http://www.colleges-in-tamilnadu.com/colleges/2667/Sri-Lakshmi-College-of-Education.html","Sri Lakshmi College of Education","Teacher Education","NCTE","null","Tamil Nadu Teachers Education University","2008","Co-Education","Self Finance","Sri Lakshmi College of Education

No.115/1, KKC Kalvi Valagam

Karadikullam Village

Kazhuvanthondi

Perambalur","","Perambalur","Perambalur","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Government College of Education for Women, Coimbatore","http://www.colleges-in-tamilnadu.com/colleges/2020/Government-College-of-Education-for-Women.html","Government College of Education for Women","Teacher Education","NCTE,NAAC","null","Tamil Nadu Teachers Education University","2001","Co-Education","Self Finance","Government College of Education for Women

Coimbatore","641 001","Coimbatore","Coimbatore","239 7616","null","[{""Courses"":""» B.Ed. - Education""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","A.C.T. College of Engineering and Technology, Maduranthagam, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/561/A-C-T-College-of-Engineering-and-Technology.html","A.C.T. College of Engineering and Technology","Engineering","AICTE","1323","Anna University","2008","Co-Education","Self Finance","A.C.T. College of Engineering and Technology,

Nelvoy Village,

Pukkathurai Post,

Bukkathurai Uthiramerur High Road,

Maduranthagam.","603 107","Maduranthagam","Kanchipuram","04427293090","null","[{""Courses"":""» B.Tech. - Information Technology""},{""Courses"":""» B.E. - Computer Science and Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Mechanical Engineering""}]"
"Madurai Kamaraj University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/12/Madurai-Kamaraj-University-Affiliated-Colleges.html","Arul Anandar College, Madurai","http://www.colleges-in-tamilnadu.com/colleges/53/Arul-Anandar-College.html","Arul Anandar College","Arts & Science","NAAC","null","Madurai Kamaraj University","2004","Co-Education","Self Finance","Arul Anandar College (Autonomous)

Karumathur

Madurai","625 514","Madurai","Madurai","null","null","[{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Information Technology""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Physical Education""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.B.M. - Business Management""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - Economics""},{""Courses"":""» B.A. - History""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» M.Sc. - Physics""},{""Courses"":""» M.B.E. - Business Economics""},{""Courses"":""» M.A. - Economics""},{""Courses"":""» M.A. - Philosophy""},{""Courses"":""» Ph.D. - Economics""},{""Courses"":""» M.Phil. - Economics""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","K.A.P. Viswanathan Govt. Medical College, Trichy","http://www.colleges-in-tamilnadu.com/colleges/1460/K-A-P-Viswanathan-Govt-Medical-College.html","K.A.P. Viswanathan Govt. Medical College","Medical","MCI","null","Tamil Nadu Dr. M.G.R. Medical University","1998","Co-Education","Government","K.A.P. Viswanathan Govt. Medical College

Trichy","620 001","Trichy","Trichy","null","null","[{""Courses"":""» M.B.B.S. - Medicine and Surgery""},{""Courses"":""» M.S. - General Surgery""},{""Courses"":""» M.D. - Anaesthesiology""},{""Courses"":""» M.D. - General Medicine""},{""Courses"":""» M.D. - Obstetrtics & Gynaecology""},{""Courses"":""» M.D. - Paediatrics""}]"
"University of Madras","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/26/University-of-Madras-Affiliated-Colleges.html","Sir Theagaraya College, Chennai","http://www.colleges-in-tamilnadu.com/colleges/421/Sir-Theagaraya-College.html","Sir Theagaraya College","Arts & Science","null","null","University of Madras","1950","Co-Education","Self Finance","Sir Theagaraya College

No.1047, T.H.Road

Old Washermanpet

Chennai","600 021","Chennai","Chennai","null","null","[{""Courses"":""» B.Sc. - Botany""},{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Zoology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.C.A. - Computer Application""},{""Courses"":""» B.A. - Economics""},{""Courses"":""» B.A. - History""},{""Courses"":""» M.Sc. - Applied Microbiology""},{""Courses"":""» M.Sc. - Zoology""},{""Courses"":""» M.A. - Economics""},{""Courses"":""» M.A. - History""},{""Courses"":""» Ph.D. - Economics""},{""Courses"":""» Ph.D. - History""},{""Courses"":""» Ph.D. - Zoology""}]"
"Anna University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/2/Anna-University-Affiliated-Colleges.html","Sivaji College of Engineering and Technology, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/953/Sivaji-College-of-Engineering-and-Technology.html","Sivaji College of Engineering and Technology","Engineering","null","4938","Anna University","2009","Co-Education","Self Finance","Sivaji College of Engineering and Technology,

Manivila,

Palugal,

Kanyakumari.","629 170","Kanyakumari","Kanyakumari","04712253115","null","[{""Courses"":""» B.E. - Civil Engineering""},{""Courses"":""» B.E. - Electrical and Electronics Engineering""},{""Courses"":""» B.E. - Electronics and Communication Engineering""},{""Courses"":""» B.E. - Electronics And Instrumentation Engineering""}]"
"Manonmaniam Sundaranar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/13/Manonmaniam-Sundaranar-University-Affiliated-Colleges.html","Sree Devi Kumari Women's College, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/427/Sree-Devi-Kumari-Womens-College.html","Sree Devi Kumari Women's College","Arts & Science","NAAC","null","Manonmaniam Sundaranar University","1965","Womens","Self Finance","Sree Devi Kumari Women's College

Kuzhithurai

Kanyakumari","629 163","Kanyakumari","Kanyakumari","null","null","[{""Courses"":""» B.Sc. - Botany""},{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Zoology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.A. - Economics""}]"
"Bharathidasan University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/8/Bharathidasan-University-Affiliated-Colleges.html","Annai Women's College, Karur","http://www.colleges-in-tamilnadu.com/colleges/46/Annai-Womens-College.html","Annai Women's College","Arts & Science","null","null","Bharathidasan University","null","Womens","Self Finance","Annai Women's College

Aurobindo Nagar

Vennaimalai

Karur","639 006","Karur","Karur","null","null","[]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Vellore Govt. Medical College, Vellore","http://www.colleges-in-tamilnadu.com/colleges/1474/Vellore-Govt-Medical-College.html","Vellore Govt. Medical College","Medical","MCI","null","Tamil Nadu Dr. M.G.R. Medical University","2005","Co-Education","Government","Vellore Govt. Medical College

Vellore","","Vellore","Vellore","null","null","[{""Courses"":""» M.B.B.S. - Medicine and Surgery""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Padmasree College of Nursing, Kanchipuram","http://www.colleges-in-tamilnadu.com/colleges/1708/Padmasree-College-of-Nursing.html","Padmasree College of Nursing","Nursing","INC","null","Tamil Nadu Dr. M.G.R. Medical University","2007","Co-Education","Self Finance","Padmasree College of Nursing

Masilamani Nagar

Wallajabad

Kanchipuram","","Kanchipuram","Kanchipuram","null","null","[{""Courses"":""» B.Sc. - Nursing""}]"
"Tamil Nadu Teachers Education University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/21/Tamil-Nadu-Teachers-Education-University-Affiliated-Colleges.html","Vellalar College of Education, Erode","http://www.colleges-in-tamilnadu.com/colleges/2931/Vellalar-College-of-Education.html","Vellalar College of Education","Teacher Education","NCTE`","null","Tamil Nadu Teachers Education University","2005","Co-Education","Self Finance","Vellalar College of Education

Vellalar Educational Trust

Thindal Post

Erode","638 009","Erode","Erode","null","null","[{""Courses"":""» B.Ed. - Education""}]"
"Manonmaniam Sundaranar University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/13/Manonmaniam-Sundaranar-University-Affiliated-Colleges.html","Nesamony Memorial Christian College, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/303/Nesamony-Memorial-Christian-College.html","Nesamony Memorial Christian College","Arts & Science","NAAC","null","Manonmaniam Sundaranar University","1964","Co-Education","Self Finance","Nesamony Memorial Christian College

Nalloor

Vilavancode

Marthandam

Kanyakumari","629 301","Kanyakumari","Kanyakumari","null","null","[{""Courses"":""» B.Sc. - Botany""},{""Courses"":""» B.Sc. - Chemistry""},{""Courses"":""» B.Sc. - Computer Science""},{""Courses"":""» B.Sc. - Mathematics""},{""Courses"":""» B.Sc. - Physics""},{""Courses"":""» B.Sc. - Zoology""},{""Courses"":""» B.Com. - (Regular)""},{""Courses"":""» B.B.A. - Business Administration""},{""Courses"":""» B.A. - Economics""},{""Courses"":""» B.A. - English""},{""Courses"":""» B.A. - History""},{""Courses"":""» B.A. - Tamil""},{""Courses"":""» B.A. - Tourism & Travel Management""},{""Courses"":""» M.Sc. - Mathematics""},{""Courses"":""» M.Sc. - Physics""},{""Courses"":""» M.Sc. - Zoology""},{""Courses"":""» M.Com. - (Regular)""},{""Courses"":""» M.A. - History""},{""Courses"":""» Ph.D. - History""},{""Courses"":""» M.Phil. - History""}]"
"Tamil Nadu Dr. M.G.R. Medical University","http://www.colleges-in-tamilnadu.com/Universities-in-Tamilnadu/18/Tamil-Nadu-Dr-M-G-R-Medical-University-Affiliated-Colleges.html","Global College of Nursing, Kanyakumari","http://www.colleges-in-tamilnadu.com/colleges/1679/Global-College-of-Nursing.html","Global College of Nursing","Nursing","INC","null","Tamil Nadu Dr. M.G.R. Medical University","2008","Co-Education","Self Finance","Global College of Nursing

Nattalam Village

Vilavancode

Kanyakumari","","Kanyakumari","Kanyakumari","null","null","[{""Courses"":""» B.Sc. - Nursing""}]"
