_id,CollegeName,university,col-list,CollegeCategory,ApprovedBy,CollegeCode,AffiliatedUniversity,EstablishedYear,CollegeType,InstitutionType,Address,PinCode,Location,District,ContactNumber1,ContactNumber2,Courses
862,C. Abdul Hakeem College of Engineering and Technology,Anna University,"C. Abdul Hakeem College of Engineering and Technology, Melvisharam, Vellore",Engineering,AICTE,1505,Anna University,1998,Co-Education,Self Finance,"C. Abdul Hakeem College of Engineering and Technology,

Hakeem Nagar,

Melvisharam,

Vellore.",632 509,Melvisharam,Vellore,04172 - 267387,04172 - 268187,"B.Tech. - Information Technology,B.E. - Aeronautical Engineering,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering,M.E. - Applied Electronics"
863,Krishna College of Education for Women,Tamil Nadu Teachers Education University,"Krishna College of Education for Women, Tiruchengode, Namakkal",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2006,Womens,Self Finance,"Krishna College of Education for Women

Sakthinasikan Palayam Village

Elayampalayam

Tiruchengodu",637 205,Tiruchengode,Namakkal,null,null,B.Ed. - Education
864,Paavai College of Engineering,Anna University - Coimbatore,"Paavai College of Engineering, Namakkal",Engineering,AICTE,2628,Anna University - Coimbatore,2006,Co-Education,Self Finance,"Paavai College of Engineering,

Paavai Nagar, NH 7,

Pachal(P.O),

Namakkal.",637 018,Namakkal,Namakkal,04286 - 243058,04286 - 243038,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
865,Sree Vinayaka Vidyalaya College of Education,Tamil Nadu Teachers Education University,"Sree Vinayaka Vidyalaya College of Education, Bhavani, Erode",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Sree Vinayaka Vidyalaya College of Education

Errattaikaradu

Puruvachi Post

Bhavani",638 312,Bhavani,Erode,null,null,B.Ed. - Education
866,K S R Institute for Engineering and Technology,Anna University,"K S R Institute for Engineering and Technology, Namakkal",Engineering,AICTE,2328,Anna University,2011,Co-Education,Self Finance,"K S R Institute for Engineering and Technology,

K S R Kalvi Nagar, Thokkavadi

Namakkal",637 215,Namakkal,Namakkal,04288 274773,98948 41414,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
867,Padmashree College of Education,Tamil Nadu Teachers Education University,"Padmashree College of Education, Kangeayam, Erode",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Padmashree College of Education

Dharapuram Road

Vatamallai Village

Avinashipalayam Pudur Post

Kangayam",,Kangeayam,Erode,null,null,B.Ed. - Education
868,Amritalaya College of Education,Tamil Nadu Teachers Education University,"Amritalaya College of Education, Jolarpet, Vellore",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Amritalaya College of Education

Chinnamottur

Tirupattur

Moorthiyur Village

Vaniyambadi Road

Jolarpet",,Jolarpet,Vellore,null,null,B.Ed. - Education
869,P.A. College of Education,Tamil Nadu Teachers Education University,"P.A. College of Education, Pollachi, Coimbatore",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"P.A. College of Education

Palladam Road

Puliampatty

Pollachi",642 002,Pollachi,Coimbatore,null,null,B.Ed. - Education
870,Sree Ramu College of Arts and Science,Bharathiyar University,"Sree Ramu College of Arts and Science, Coimbatore",Arts & Science,null,null,Bharathiyar University,1996,Co-Education,Self Finance,"Sree Ramu College of Arts and Science

NM. Sungam

Vedasandur 

Pollachi

Coimbatore",642 007,Coimbatore,Coimbatore,null,null,"B.Sc. - Computer Science,B.Sc. - Mathematics,B.Sc. - Physics,B.Com. - (Regular),B.Com. - Computer Application,B.C.S. - Corporate Secretaryship,B.B.M. - Business Management,B.A. - Corporate Secretaryship,M.Sc. - Computer Science,M.Sc. - Mathematics,M.Com. - (Regular)"
871,Kovai Kongunadu College of Nursing,Tamil Nadu Dr. M.G.R. Medical University,"Kovai Kongunadu College of Nursing, Coimbatore",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,2008,Co-Education,Self Finance,"Kovai Kongunadu College of Nursing

No.64, 11th Street,

Tatabad

Coimbatore",641 012,Coimbatore,Coimbatore,null,null,B.Sc. - Nursing
872,St. Xavier Catholic College of Engineering,Anna University - Tirunelveli,"St. Xavier Catholic College of Engineering, Kanyakumari",Engineering,AICTE,4971,Anna University - Tirunelveli,1998,Co-Education,Self Finance,"St. Xavier Catholic College of Engineering,

Aloor,

Nagerkoil,

Kalkulam,

Chunkankadai,

Kanyakumari.",629 807,Kanyakumari,Kanyakumari,0465-2232560,0465-2224033,"B.Tech. - Information Technology,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering,M.E. - Applied Electronics,M.E. - Construction Engineering and Management,M.E. - Control & Instrumentation Engineering"
873,Rabindranath Tagore College of Education for Women,Tamil Nadu Teachers Education University,"Rabindranath Tagore College of Education for Women, Sankari, Salem",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2004,Womens,Self Finance,"Rabindranath Tagore College of Education for Women

Veerachipalayam Village

Sankagiri",637 303,Sankari,Salem,null,null,"B.P.Ed. - Physical Education,B.Ed. - Education,M.Ed. - Education"
874,Ponkaliamman College of Education,Tamil Nadu Teachers Education University,"Ponkaliamman College of Education, Karur",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Ponkaliamman College of Education

Thiruvalluvar Nagar

Bye-Pass Road

Velayuthampalayam

Karur",639 117,Karur,Karur,null,null,B.Ed. - Education
875,Shanmuganathan Engineering College,Anna University - Trichy,"Shanmuganathan Engineering College, Pudukkottai, Pudukottai",Engineering,AICTE,3918,Anna University - Trichy,2001,Co-Education,Self Finance,"Shanmuganathan Engineering College,

Arasampatti,

Pilivalam,

Thirumayam,

Pudukkottai.",622 507,Pudukkottai,Pudukottai,04333 -274913,04333 -274914,"B.Tech. - Information Technology,B.E. - Automobile Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
876,K.S.R. College of Arts and Science,Periyar University,"K.S.R. College of Arts and Science, Namakkal",Arts & Science,null,null,Periyar University,null,Co-Education,,"KSR COLLEGE OF ARTS AND SCIENCE,

KSR Kalvi Nagar,

Tiruchengode,

Namakkal .",637 209,Namakkal,Namakkal,null,null,[
877,P.K.D. College of Education,Tamil Nadu Teachers Education University,"P.K.D. College of Education, Pollachi, Coimbatore",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Co-Education,Self Finance,"P.K.D. College of Education

No.30/12, Venkatraman Road

Mahalingapuram

Pollachi",642 002,Pollachi,Coimbatore,null,null,B.Ed. - Education
878,Ganapathy Chettiar College of Engineering and Technology,Anna University - Trichy,"Ganapathy Chettiar College of Engineering and Technology, Paramakudi, Ramnad",Engineering,AICTE,3924,Anna University - Trichy,2008,Co-Education,Self Finance,"Ganapathy Chettiar College of Engineering and Technology,

Melavakavanur (P.O),

Paramakudi,

Ramanathapuram.",623 706,Paramakudi,Ramnad,04564206636,null,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
879,Kapi Womens College of Education,Tamil Nadu Teachers Education University,"Kapi Womens College of Education, Madurai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Womens,Self Finance,"Kapi Womens College of Education

No.84, Survey No.101/1

Nagamalai

Madurai",625 019,Madurai,Madurai,null,null,B.Ed. - Education
880,Rainbow College of Education,Tamil Nadu Teachers Education University,"Rainbow College of Education, Namakkal",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2007,Co-Education,Self Finance,"Rainbow College of Education

Kannoorpatty Main Road

Puduchatram

Namakkal",637 018,Namakkal,Namakkal,null,null,B.Ed. - Education
881,Sriguru Institute of Technology,Anna University - Coimbatore,"Sriguru Institute of Technology, Coimbatore",Engineering,AICTE,2765,Anna University - Coimbatore,2009,Co-Education,Self Finance,"Sriguru Institute of Technology,

Varathaiyanagar Palayam,

Kondayampalayam Post,

Near Saravanampatti,

Coimbatore.",641 001,Coimbatore,Coimbatore,0422-2229999,null,"B.E. - Civil Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
882,P.K.N. Arts and Science College,Madurai Kamaraj University,"P.K.N. Arts and Science College, Madurai",Arts & Science,null,null,Madurai Kamaraj University,1996,Co-Education,Self Finance,"P.K.N. Arts and Science College

P.O.Box No.28 P.K.N. Nagar

Vidathakulam Road

Thirumangalam

Madurai",625 706,Madurai,Madurai,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Computer Science,B.Sc. - Home Science,B.Sc. - Information Technology,B.Sc. - Mathematics,B.Sc. - Microbiology,B.Sc. - Physics,B.Com. - (Regular),B.Com. - Computer Application,B.C.A. - Computer Application,B.B.A. - Business Administration,B.A. - Tamil,M.Com. - (Regular),P.G.D.C.A - Computer Applications"
883,National Institute of Technology,Deemed University,"National Institute of Technology, Trichy",Engineering,UGC,null,Deemed University,1964,Co-Education,Government,"National Institute of Technology

NH 47, Tanjore Main Road

Trichy",620 015,Trichy,Trichy,null,null,"B.Tech. - Bio Informatics Engineering,B.Tech. - Bio Technology,B.Tech. - Chemical Engineering,B.Tech. - Food Technology,B.Tech. - Information Technology,B.Tech. - TeleCommunication Engineering,B.E. - Aeronautical Engineering,B.E. - Automobile Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Instrumentation and Control Engineering,B.E. - Mechanical Engineering,B.E. - Mechatronics Engineering,B.Arch. - Architecture,M.Tech. - Bio-Medical Engineering,M.Tech. - Bio-Technology,M.Tech. - Chemical Engineering,M.Tech. - Information Technology,M.Tech. - Remote Sensing,M.E. - CAD/CAM Engineering,M.E. - Communication Systems,M.E. - Computer Integrated Manufacturing,M.E. - Computer Science and Engineering,M.E. - Construction Engineering and Management,M.E. - Digital Communication and Network Engineering,M.E. - Embedded Systems Technology,M.E. - Environmental Engineering,M.E. - Hydrology and Water Resources Engineering,M.E. - Power Electronics and Drives,M.E. - Power Systems Engineering,M.E. - Software Engineering,M.E. - Structural Engineering,M.E. - VLSI Design,M.Arch. - Digital Architecture"
884,Vivekanadha College of Engineering for Women,Anna University - Coimbatore,"Vivekanadha College of Engineering for Women, Tiruchengode, Namakkal",Engineering,AICTE,2620,Anna University - Coimbatore,2001,Womens,Self Finance,"Vivekanadha College of Engineering for Women,

Elayampalayam Post Office,

Tiruchengode,

Namakkal.",637 205,Tiruchengode,Namakkal,04288 - 234070,04288 - 234671,"B.Tech. - Bio Technology,B.Tech. - Information Technology,B.Sc. - Computer Technology,B.Sc. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,M.Sc. - Bio-Technology,M.Sc. - Information Technology,M.Sc. - Software Engineering (Integrated),M.E. - Computer Science and Engineering"
885,G.R. Govindarajulu College of Education,Tamil Nadu Teachers Education University,"G.R. Govindarajulu College of Education, Coimbatore",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2006,Co-Education,Self Finance,"G.R. Govindarajulu College of Education

Maddampalayam

Bilichi Village

Mettupalyam Road

Coimbatore",641 019,Coimbatore,Coimbatore,null,null,B.Ed. - Education
886,Paspo College of Education,Tamil Nadu Teachers Education University,"Paspo College of Education, Dharmapuri",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Paspo College of Education

A.Jettihalli Post

Dharmapuri",636 807,Dharmapuri,Dharmapuri,null,null,B.Ed. - Education
887,Nandha College of Technology,Anna University - Coimbatore,"Nandha College of Technology, Erode",Engineering,AICTE,2752,Anna University - Coimbatore,2008,Co-Education,Self Finance,"Nandha College of Technology

28,Vaikalmedu Bus Stop,

Erode - Perundurai main road, 

Pichandampalayam (P.O)

Erode.",638 455,Erode,Erode,04294226393,04294226393,"B.Tech. - Information Technology,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering"
888,Sri Sairam Homoeopathy Medical College,Tamil Nadu Dr. M.G.R. Medical University,"Sri Sairam Homoeopathy Medical College, Chennai",Homoeopathy,null,null,Tamil Nadu Dr. M.G.R. Medical University,2001,Co-Education,Self Finance,"Sri Sai Ram Homoeopathy Medical College

Sai Leo Nagar

Poonthandalam

West Tambaram

Chennai.",600 044,Chennai,Chennai,044 - 2221 2851,044 -  2221 2849,B.H.M.S. - Homoeopathic Medicine and Surgery
889,Sri Kalaimagal College of Engineering,Anna University,"Sri Kalaimagal College of Engineering, Tiruvallur",Engineering,null,1244,Anna University,2009,Co-Education,Self Finance,"Sri Kalaimagal College of Engineering,

Kalaimagal Nagar,

Kondancherry,

Thiruvallur.",631 402,Tiruvallur,Tiruvallur,04427655531,null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
890,Child Jesus College of Nursing,Tamil Nadu Dr. M.G.R. Medical University,"Child Jesus College of Nursing, Trichy",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,2006,Co-Education,Self Finance,"Child Jesus College of Nursing

Child Jesus Hospital

Contonment

Post Box No.17

Trichy",620 001,Trichy,Trichy,null,null,B.Sc. - Nursing
891,Ramakrishna Mission Vivekananda University,Deemed University,"Ramakrishna Mission Vivekananda University, Coimbatore",Teacher Education,NCTE,null,Deemed University,2008,Co-Education,Self Finance,"Ramakrishna Mission Vivekananda University

Faculty of General & Adapted

Physical Education & Yoga

SRKV Post

Periyanaickenpalayam

Coimbatore",641 020,Coimbatore,Coimbatore,null,null,M.P.Ed. - Physical Education
892,Vidya Sagar Womens College of Education,Tamil Nadu Teachers Education University,"Vidya Sagar Womens College of Education, Chengalpet, Kanchipuram",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2005,Womens,Self Finance,"Vidya Sagar Womens College of Education

Vedanarayanapuram Village

Chengalpet",603 111,Chengalpet,Kanchipuram,null,null,B.Ed. - Education
893,Suraj College of Education,Tamil Nadu Teachers Education University,"Suraj College of Education, Vandavasi, Tiruvanamalai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Suraj College of Education

Melathangal

Chetpet

Vandavasi",606 807,Vandavasi,Tiruvanamalai,null,null,B.Ed. - Education
894,M.R.K. Institute of Technology,Anna University - Trichy,"M.R.K. Institute of Technology, Cuddalore",Engineering,AICTE,3843,Anna University - Trichy,2009,Co-Education,Self Finance,"M.R.K. Institute of Technology,

Nattarmangalam Post,

Kattumannarkoil Taluk,

Cuddalore.",608 301,Cuddalore,Cuddalore,04144262728,null,"B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
895,Adhiparasakthi College of Science,Tiruvalluvar University,"Adhiparasakthi College of Science, Vellore",Arts & Science,null,null,Tiruvalluvar University,null,Co-Education,Self Finance,"Adhiparasakthi College of Science

G.B.Nagar

Kalavai",,Vellore,Vellore,null,null,"B.Sc. - Bio-Chemistry,B.Sc. - Computer Science,B.Sc. - Microbiology,B.Com. - (Regular),B.C.A. - Computer Application,B.B.A. - Business Administration,M.Sc. - Applied Microbiology,M.Sc. - Bio-Chemistry,M.Sc. - Computer Science,M.Sc. - Information Technology"
896,Measi College of Education,Tamil Nadu Teachers Education University,"Measi College of Education, Chennai",Teacher Education,NCTE,null,Tamil Nadu Teachers Education University,2008,Co-Education,Self Finance,"Measi College of Education

No.113/53, Angappa Naicken Street

Chennai",600 001,Chennai,Chennai,null,null,D.T.Ed. - Dip. in Teacher Education
897,Tagore College of Arts and Science,University of Madras,"Tagore College of Arts and Science, Chennai",Arts & Science,null,null,University of Madras,1997,Co-Education,,"TAGORE COLLEGE OF ARTS & SCIENCE,

Works Road, Chromepet,

Chennai",600 044,Chennai,Chennai,null,null,"B.Sc. - Computer Science,B.Sc. - Microbiology,B.Com. - Commerce,B.C.A. - Computer Application,B.B.A. - Business Administration,M.C.A. - Computer Applications"
898,Sri Ramakrishna Institute of Technology,Anna University - Coimbatore,"Sri Ramakrishna Institute of Technology, Coimbatore",Engineering,AICTE,2725,Anna University - Coimbatore,2002,Co-Education,Self Finance,"Sri Ramakrishna Institute of Technology,

No 288,Pachapalayam,

Perur, Chettipalayam,

Coimbatore.",641 010,Coimbatore,Coimbatore,0422-2605577,0422-2605477,"B.Tech. - Information Technology,B.E. - Civil Engineering,B.E. - Computer Science and Engineering,B.E. - Electrical and Electronics Engineering,B.E. - Electronics and Communication Engineering,B.E. - Mechanical Engineering"
899,P.S.G. College of Nursing,Tamil Nadu Dr. M.G.R. Medical University,"P.S.G. College of Nursing, Coimbatore",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,null,Womens,Self Finance,"P.S.G. College of Nursing

Avinashi Road

Peelamedu

Coimbatore",641 004,Coimbatore,Coimbatore,null,null,"B.Sc. - Nursing,M.Sc. - Community Health Nursing,M.Sc. - Medical Surgical Nursing,M.Sc. - Obstretics and Gynaecology Nursing,M.Sc. - Pshyciatric Nursing"
900,Rass Academy College of Nursing,Tamil Nadu Dr. M.G.R. Medical University,"Rass Academy College of Nursing, Sivagangai",Nursing,INC,null,Tamil Nadu Dr. M.G.R. Medical University,2006,Co-Education,Self Finance,"Rass Academy College of Nursing

Pappavalasai

Poovanthi

Sivagangai",,Sivagangai,Sivagangai,null,null,B.Sc. - Nursing
